"typeGroupID","resourceType","resourceGroup"
3725,"energy_renewable_unlimited_solar_naboo","energy_renewable_unlimited_solar"
3729,"energy_renewable_unlimited_solar_rori","energy_renewable_unlimited_solar"
4403,"energy_renewable_unlimited_solar_taanab","energy_renewable_unlimited_solar"
3733,"energy_renewable_unlimited_solar_talus","energy_renewable_unlimited_solar"
3737,"energy_renewable_unlimited_solar_tatooine","energy_renewable_unlimited_solar"
3689,"energy_renewable_unlimited_solar_weak","energy_renewable_unlimited_solar"
3741,"energy_renewable_unlimited_solar_yavin4","energy_renewable_unlimited_solar"
3637,"energy_renewable_unlimited_wind_corellia","energy_renewable_unlimited_wind"
3645,"energy_renewable_unlimited_wind_dantooine","energy_renewable_unlimited_wind"
3641,"energy_renewable_unlimited_wind_dathomir","energy_renewable_unlimited_wind"
3649,"energy_renewable_unlimited_wind_endor","energy_renewable_unlimited_wind"
3653,"energy_renewable_unlimited_wind_hoth","energy_renewable_unlimited_wind"
5426,"energy_renewable_unlimited_wind_jakku","energy_renewable_unlimited_wind"
3657,"energy_renewable_unlimited_wind_kaas","energy_renewable_unlimited_wind"
4832,"energy_renewable_unlimited_wind_kashyyyk","energy_renewable_unlimited_wind"
3661,"energy_renewable_unlimited_wind_lok","energy_renewable_unlimited_wind"
5129,"energy_renewable_unlimited_wind_lothal","energy_renewable_unlimited_wind"
3665,"energy_renewable_unlimited_wind_mandalore","energy_renewable_unlimited_wind"
4102,"energy_renewable_unlimited_wind_mustafar","energy_renewable_unlimited_wind"
3669,"energy_renewable_unlimited_wind_naboo","energy_renewable_unlimited_wind"
3673,"energy_renewable_unlimited_wind_rori","energy_renewable_unlimited_wind"
4399,"energy_renewable_unlimited_wind_taanab","energy_renewable_unlimited_wind"
3677,"energy_renewable_unlimited_wind_talus","energy_renewable_unlimited_wind"
3681,"energy_renewable_unlimited_wind_tatooine","energy_renewable_unlimited_wind"
3633,"energy_renewable_unlimited_wind_weak","energy_renewable_unlimited_wind"
3685,"energy_renewable_unlimited_wind_yavin4","energy_renewable_unlimited_wind"
2776,"fiberplast_corellia","fiberplast"
2779,"fiberplast_dantooine","fiberplast"
2782,"fiberplast_dathomir","fiberplast"
2785,"fiberplast_endor","fiberplast"
2812,"fiberplast_gravitonic","fiberplast"
2788,"fiberplast_hoth","fiberplast"
5411,"fiberplast_jakku","fiberplast"
2791,"fiberplast_kaas","fiberplast"
4817,"fiberplast_kashyyyk","fiberplast"
2794,"fiberplast_lok","fiberplast"
5114,"fiberplast_lothal","fiberplast"
2797,"fiberplast_mandalore","fiberplast"
4087,"fiberplast_mustafar","fiberplast"
2800,"fiberplast_naboo","fiberplast"
2803,"fiberplast_rori","fiberplast"
4384,"fiberplast_taanab","fiberplast"
2806,"fiberplast_talus","fiberplast"
2809,"fiberplast_tatooine","fiberplast"
2815,"fiberplast_yavin4","fiberplast"
1345,"corn_domesticated_corellia","flora_food"
1351,"corn_domesticated_dantooine","flora_food"
1357,"corn_domesticated_dathomir","flora_food"
1363,"corn_domesticated_endor","flora_food"
1369,"corn_domesticated_hoth","flora_food"
5305,"corn_domesticated_jakku","flora_food"
1375,"corn_domesticated_kaas","flora_food"
4711,"corn_domesticated_kashyyyk","flora_food"
1381,"corn_domesticated_lok","flora_food"
5008,"corn_domesticated_lothal","flora_food"
1387,"corn_domesticated_mandalore","flora_food"
3981,"corn_domesticated_mustafar","flora_food"
1393,"corn_domesticated_naboo","flora_food"
1399,"corn_domesticated_rori","flora_food"
4278,"corn_domesticated_taanab","flora_food"
1405,"corn_domesticated_talus","flora_food"
1411,"corn_domesticated_tatooine","flora_food"
1417,"corn_domesticated_yavin4","flora_food"
1423,"corn_wild_corellia","flora_food"
1429,"corn_wild_dantooine","flora_food"
1435,"corn_wild_dathomir","flora_food"
1441,"corn_wild_endor","flora_food"
1447,"corn_wild_hoth","flora_food"
5311,"corn_wild_jakku","flora_food"
1453,"corn_wild_kaas","flora_food"
4717,"corn_wild_kashyyyk","flora_food"
1459,"corn_wild_lok","flora_food"
5014,"corn_wild_lothal","flora_food"
1465,"corn_wild_mandalore","flora_food"
3987,"corn_wild_mustafar","flora_food"
1471,"corn_wild_naboo","flora_food"
1477,"corn_wild_rori","flora_food"
4284,"corn_wild_taanab","flora_food"
1483,"corn_wild_talus","flora_food"
1489,"corn_wild_tatooine","flora_food"
1495,"corn_wild_yavin4","flora_food"
2369,"fruit_berries_corellia","flora_food"
2375,"fruit_berries_dantooine","flora_food"
2381,"fruit_berries_dathomir","flora_food"
2387,"fruit_berries_endor","flora_food"
2393,"fruit_berries_hoth","flora_food"
5383,"fruit_berries_jakku","flora_food"
2399,"fruit_berries_kaas","flora_food"
4789,"fruit_berries_kashyyyk","flora_food"
2405,"fruit_berries_lok","flora_food"
5086,"fruit_berries_lothal","flora_food"
2411,"fruit_berries_mandalore","flora_food"
4059,"fruit_berries_mustafar","flora_food"
2417,"fruit_berries_naboo","flora_food"
2423,"fruit_berries_rori","flora_food"
4356,"fruit_berries_taanab","flora_food"
2429,"fruit_berries_talus","flora_food"
2435,"fruit_berries_tatooine","flora_food"
2441,"fruit_berries_yavin4","flora_food"
2447,"fruit_flowers_corellia","flora_food"
2453,"fruit_flowers_dantooine","flora_food"
2459,"fruit_flowers_dathomir","flora_food"
2465,"fruit_flowers_endor","flora_food"
2471,"fruit_flowers_hoth","flora_food"
5389,"fruit_flowers_jakku","flora_food"
2477,"fruit_flowers_kaas","flora_food"
4795,"fruit_flowers_kashyyyk","flora_food"
2483,"fruit_flowers_lok","flora_food"
5092,"fruit_flowers_lothal","flora_food"
2489,"fruit_flowers_mandalore","flora_food"
4065,"fruit_flowers_mustafar","flora_food"
2495,"fruit_flowers_naboo","flora_food"
2501,"fruit_flowers_rori","flora_food"
4362,"fruit_flowers_taanab","flora_food"
2507,"fruit_flowers_talus","flora_food"
2513,"fruit_flowers_tatooine","flora_food"
2519,"fruit_flowers_yavin4","flora_food"
2291,"fruit_fruits_corellia","flora_food"
2297,"fruit_fruits_dantooine","flora_food"
2303,"fruit_fruits_dathomir","flora_food"
2309,"fruit_fruits_endor","flora_food"
2315,"fruit_fruits_hoth","flora_food"
5377,"fruit_fruits_jakku","flora_food"
2321,"fruit_fruits_kaas","flora_food"
4783,"fruit_fruits_kashyyyk","flora_food"
2327,"fruit_fruits_lok","flora_food"
5080,"fruit_fruits_lothal","flora_food"
2333,"fruit_fruits_mandalore","flora_food"
4053,"fruit_fruits_mustafar","flora_food"
2339,"fruit_fruits_naboo","flora_food"
2345,"fruit_fruits_rori","flora_food"
4350,"fruit_fruits_taanab","flora_food"
2351,"fruit_fruits_talus","flora_food"
2357,"fruit_fruits_tatooine","flora_food"
2363,"fruit_fruits_yavin4","flora_food"
2286,"mixed_fruits","flora_food"
1969,"mixed_vegetables","flora_food"
1657,"oats_domesticated_corellia","flora_food"
1663,"oats_domesticated_dantooine","flora_food"
1669,"oats_domesticated_dathomir","flora_food"
1675,"oats_domesticated_endor","flora_food"
1681,"oats_domesticated_hoth","flora_food"
5329,"oats_domesticated_jakku","flora_food"
1687,"oats_domesticated_kaas","flora_food"
4735,"oats_domesticated_kashyyyk","flora_food"
1693,"oats_domesticated_lok","flora_food"
5032,"oats_domesticated_lothal","flora_food"
1699,"oats_domesticated_mandalore","flora_food"
4005,"oats_domesticated_mustafar","flora_food"
1705,"oats_domesticated_naboo","flora_food"
1711,"oats_domesticated_rori","flora_food"
4302,"oats_domesticated_taanab","flora_food"
1717,"oats_domesticated_talus","flora_food"
1723,"oats_domesticated_tatooine","flora_food"
1729,"oats_domesticated_yavin4","flora_food"
1735,"oats_wild_corellia","flora_food"
1741,"oats_wild_dantooine","flora_food"
1747,"oats_wild_dathomir","flora_food"
1753,"oats_wild_endor","flora_food"
1759,"oats_wild_hoth","flora_food"
5335,"oats_wild_jakku","flora_food"
1765,"oats_wild_kaas","flora_food"
4741,"oats_wild_kashyyyk","flora_food"
1771,"oats_wild_lok","flora_food"
5038,"oats_wild_lothal","flora_food"
1777,"oats_wild_mandalore","flora_food"
4011,"oats_wild_mustafar","flora_food"
1783,"oats_wild_naboo","flora_food"
1789,"oats_wild_rori","flora_food"
4308,"oats_wild_taanab","flora_food"
1795,"oats_wild_talus","flora_food"
1801,"oats_wild_tatooine","flora_food"
1807,"oats_wild_yavin4","flora_food"
1341,"processed_cereal","flora_food"
1501,"rice_domesticated_corellia","flora_food"
1507,"rice_domesticated_dantooine","flora_food"
1513,"rice_domesticated_dathomir","flora_food"
1519,"rice_domesticated_endor","flora_food"
1525,"rice_domesticated_hoth","flora_food"
5317,"rice_domesticated_jakku","flora_food"
1531,"rice_domesticated_kaas","flora_food"
4723,"rice_domesticated_kashyyyk","flora_food"
1537,"rice_domesticated_lok","flora_food"
5020,"rice_domesticated_lothal","flora_food"
1543,"rice_domesticated_mandalore","flora_food"
3993,"rice_domesticated_mustafar","flora_food"
1549,"rice_domesticated_naboo","flora_food"
1555,"rice_domesticated_rori","flora_food"
4290,"rice_domesticated_taanab","flora_food"
1561,"rice_domesticated_talus","flora_food"
1567,"rice_domesticated_tatooine","flora_food"
1573,"rice_domesticated_yavin4","flora_food"
1579,"rice_wild_corellia","flora_food"
1585,"rice_wild_dantooine","flora_food"
1591,"rice_wild_dathomir","flora_food"
1597,"rice_wild_endor","flora_food"
1603,"rice_wild_hoth","flora_food"
5323,"rice_wild_jakku","flora_food"
1609,"rice_wild_kaas","flora_food"
4729,"rice_wild_kashyyyk","flora_food"
1615,"rice_wild_lok","flora_food"
5026,"rice_wild_lothal","flora_food"
1621,"rice_wild_mandalore","flora_food"
3999,"rice_wild_mustafar","flora_food"
1627,"rice_wild_naboo","flora_food"
1633,"rice_wild_rori","flora_food"
4296,"rice_wild_taanab","flora_food"
1639,"rice_wild_talus","flora_food"
1645,"rice_wild_tatooine","flora_food"
1651,"rice_wild_yavin4","flora_food"
2052,"vegetable_beans_corellia","flora_food"
2058,"vegetable_beans_dantooine","flora_food"
2064,"vegetable_beans_dathomir","flora_food"
2070,"vegetable_beans_endor","flora_food"
2076,"vegetable_beans_hoth","flora_food"
5359,"vegetable_beans_jakku","flora_food"
2082,"vegetable_beans_kaas","flora_food"
4765,"vegetable_beans_kashyyyk","flora_food"
2088,"vegetable_beans_lok","flora_food"
5062,"vegetable_beans_lothal","flora_food"
2094,"vegetable_beans_mandalore","flora_food"
4035,"vegetable_beans_mustafar","flora_food"
2100,"vegetable_beans_naboo","flora_food"
2106,"vegetable_beans_rori","flora_food"
4332,"vegetable_beans_taanab","flora_food"
2112,"vegetable_beans_talus","flora_food"
2118,"vegetable_beans_tatooine","flora_food"
2124,"vegetable_beans_yavin4","flora_food"
2208,"vegetable_fungi_corellia","flora_food"
2214,"vegetable_fungi_dantooine","flora_food"
2220,"vegetable_fungi_dathomir","flora_food"
2226,"vegetable_fungi_endor","flora_food"
2232,"vegetable_fungi_hoth","flora_food"
5371,"vegetable_fungi_jakku","flora_food"
2238,"vegetable_fungi_kaas","flora_food"
4777,"vegetable_fungi_kashyyyk","flora_food"
2244,"vegetable_fungi_lok","flora_food"
5074,"vegetable_fungi_lothal","flora_food"
2250,"vegetable_fungi_mandalore","flora_food"
4047,"vegetable_fungi_mustafar","flora_food"
2256,"vegetable_fungi_naboo","flora_food"
2262,"vegetable_fungi_rori","flora_food"
4344,"vegetable_fungi_taanab","flora_food"
2268,"vegetable_fungi_talus","flora_food"
2274,"vegetable_fungi_tatooine","flora_food"
2280,"vegetable_fungi_yavin4","flora_food"
1974,"vegetable_greens_corellia","flora_food"
1980,"vegetable_greens_dantooine","flora_food"
1986,"vegetable_greens_dathomir","flora_food"
1992,"vegetable_greens_endor","flora_food"
1998,"vegetable_greens_hoth","flora_food"
5353,"vegetable_greens_jakku","flora_food"
2004,"vegetable_greens_kaas","flora_food"
4759,"vegetable_greens_kashyyyk","flora_food"
2010,"vegetable_greens_lok","flora_food"
5056,"vegetable_greens_lothal","flora_food"
2016,"vegetable_greens_mandalore","flora_food"
4029,"vegetable_greens_mustafar","flora_food"
2022,"vegetable_greens_naboo","flora_food"
2028,"vegetable_greens_rori","flora_food"
4326,"vegetable_greens_taanab","flora_food"
2034,"vegetable_greens_talus","flora_food"
2040,"vegetable_greens_tatooine","flora_food"
2046,"vegetable_greens_yavin4","flora_food"
2130,"vegetable_tubers_corellia","flora_food"
2136,"vegetable_tubers_dantooine","flora_food"
2142,"vegetable_tubers_dathomir","flora_food"
2148,"vegetable_tubers_endor","flora_food"
2154,"vegetable_tubers_hoth","flora_food"
5365,"vegetable_tubers_jakku","flora_food"
2160,"vegetable_tubers_kaas","flora_food"
4771,"vegetable_tubers_kashyyyk","flora_food"
2166,"vegetable_tubers_lok","flora_food"
5068,"vegetable_tubers_lothal","flora_food"
2172,"vegetable_tubers_mandalore","flora_food"
4041,"vegetable_tubers_mustafar","flora_food"
2178,"vegetable_tubers_naboo","flora_food"
2184,"vegetable_tubers_rori","flora_food"
4338,"vegetable_tubers_taanab","flora_food"
2190,"vegetable_tubers_talus","flora_food"
2196,"vegetable_tubers_tatooine","flora_food"
2202,"vegetable_tubers_yavin4","flora_food"
1813,"wheat_domesticated_corellia","flora_food"
1819,"wheat_domesticated_dantooine","flora_food"
1825,"wheat_domesticated_dathomir","flora_food"
1831,"wheat_domesticated_endor","flora_food"
1837,"wheat_domesticated_hoth","flora_food"
5341,"wheat_domesticated_jakku","flora_food"
1843,"wheat_domesticated_kaas","flora_food"
4747,"wheat_domesticated_kashyyyk","flora_food"
1849,"wheat_domesticated_lok","flora_food"
5044,"wheat_domesticated_lothal","flora_food"
1855,"wheat_domesticated_mandalore","flora_food"
4017,"wheat_domesticated_mustafar","flora_food"
1861,"wheat_domesticated_naboo","flora_food"
1867,"wheat_domesticated_rori","flora_food"
4314,"wheat_domesticated_taanab","flora_food"
1873,"wheat_domesticated_talus","flora_food"
1879,"wheat_domesticated_tatooine","flora_food"
1885,"wheat_domesticated_yavin4","flora_food"
1891,"wheat_wild_corellia","flora_food"
1897,"wheat_wild_dantooine","flora_food"
1903,"wheat_wild_dathomir","flora_food"
1909,"wheat_wild_endor","flora_food"
1915,"wheat_wild_hoth","flora_food"
5347,"wheat_wild_jakku","flora_food"
1921,"wheat_wild_kaas","flora_food"
4753,"wheat_wild_kashyyyk","flora_food"
1927,"wheat_wild_lok","flora_food"
5050,"wheat_wild_lothal","flora_food"
1933,"wheat_wild_mandalore","flora_food"
4023,"wheat_wild_mustafar","flora_food"
1939,"wheat_wild_naboo","flora_food"
1945,"wheat_wild_rori","flora_food"
4320,"wheat_wild_taanab","flora_food"
1951,"wheat_wild_talus","flora_food"
1957,"wheat_wild_tatooine","flora_food"
1963,"wheat_wild_yavin4","flora_food"
1344,"corn_domesticated_corellia","flora_resources"
1350,"corn_domesticated_dantooine","flora_resources"
1356,"corn_domesticated_dathomir","flora_resources"
1362,"corn_domesticated_endor","flora_resources"
1368,"corn_domesticated_hoth","flora_resources"
5304,"corn_domesticated_jakku","flora_resources"
1374,"corn_domesticated_kaas","flora_resources"
4710,"corn_domesticated_kashyyyk","flora_resources"
1380,"corn_domesticated_lok","flora_resources"
5007,"corn_domesticated_lothal","flora_resources"
1386,"corn_domesticated_mandalore","flora_resources"
3980,"corn_domesticated_mustafar","flora_resources"
1392,"corn_domesticated_naboo","flora_resources"
1398,"corn_domesticated_rori","flora_resources"
4277,"corn_domesticated_taanab","flora_resources"
1404,"corn_domesticated_talus","flora_resources"
1410,"corn_domesticated_tatooine","flora_resources"
1416,"corn_domesticated_yavin4","flora_resources"
1422,"corn_wild_corellia","flora_resources"
1428,"corn_wild_dantooine","flora_resources"
1434,"corn_wild_dathomir","flora_resources"
1440,"corn_wild_endor","flora_resources"
1446,"corn_wild_hoth","flora_resources"
5310,"corn_wild_jakku","flora_resources"
1452,"corn_wild_kaas","flora_resources"
4716,"corn_wild_kashyyyk","flora_resources"
1458,"corn_wild_lok","flora_resources"
5013,"corn_wild_lothal","flora_resources"
1464,"corn_wild_mandalore","flora_resources"
3986,"corn_wild_mustafar","flora_resources"
1470,"corn_wild_naboo","flora_resources"
1476,"corn_wild_rori","flora_resources"
4283,"corn_wild_taanab","flora_resources"
1482,"corn_wild_talus","flora_resources"
1488,"corn_wild_tatooine","flora_resources"
1494,"corn_wild_yavin4","flora_resources"
2368,"fruit_berries_corellia","flora_resources"
2374,"fruit_berries_dantooine","flora_resources"
2380,"fruit_berries_dathomir","flora_resources"
2386,"fruit_berries_endor","flora_resources"
2392,"fruit_berries_hoth","flora_resources"
5382,"fruit_berries_jakku","flora_resources"
2398,"fruit_berries_kaas","flora_resources"
4788,"fruit_berries_kashyyyk","flora_resources"
2404,"fruit_berries_lok","flora_resources"
5085,"fruit_berries_lothal","flora_resources"
2410,"fruit_berries_mandalore","flora_resources"
4058,"fruit_berries_mustafar","flora_resources"
2416,"fruit_berries_naboo","flora_resources"
2422,"fruit_berries_rori","flora_resources"
4355,"fruit_berries_taanab","flora_resources"
2428,"fruit_berries_talus","flora_resources"
2434,"fruit_berries_tatooine","flora_resources"
2440,"fruit_berries_yavin4","flora_resources"
2446,"fruit_flowers_corellia","flora_resources"
2452,"fruit_flowers_dantooine","flora_resources"
2458,"fruit_flowers_dathomir","flora_resources"
2464,"fruit_flowers_endor","flora_resources"
2470,"fruit_flowers_hoth","flora_resources"
5388,"fruit_flowers_jakku","flora_resources"
2476,"fruit_flowers_kaas","flora_resources"
4794,"fruit_flowers_kashyyyk","flora_resources"
2482,"fruit_flowers_lok","flora_resources"
5091,"fruit_flowers_lothal","flora_resources"
2488,"fruit_flowers_mandalore","flora_resources"
4064,"fruit_flowers_mustafar","flora_resources"
2494,"fruit_flowers_naboo","flora_resources"
2500,"fruit_flowers_rori","flora_resources"
4361,"fruit_flowers_taanab","flora_resources"
2506,"fruit_flowers_talus","flora_resources"
2512,"fruit_flowers_tatooine","flora_resources"
2518,"fruit_flowers_yavin4","flora_resources"
2290,"fruit_fruits_corellia","flora_resources"
2296,"fruit_fruits_dantooine","flora_resources"
2302,"fruit_fruits_dathomir","flora_resources"
2308,"fruit_fruits_endor","flora_resources"
2314,"fruit_fruits_hoth","flora_resources"
5376,"fruit_fruits_jakku","flora_resources"
2320,"fruit_fruits_kaas","flora_resources"
4782,"fruit_fruits_kashyyyk","flora_resources"
2326,"fruit_fruits_lok","flora_resources"
5079,"fruit_fruits_lothal","flora_resources"
2332,"fruit_fruits_mandalore","flora_resources"
4052,"fruit_fruits_mustafar","flora_resources"
2338,"fruit_fruits_naboo","flora_resources"
2344,"fruit_fruits_rori","flora_resources"
4349,"fruit_fruits_taanab","flora_resources"
2350,"fruit_fruits_talus","flora_resources"
2356,"fruit_fruits_tatooine","flora_resources"
2362,"fruit_fruits_yavin4","flora_resources"
2285,"mixed_fruits","flora_resources"
1968,"mixed_vegetables","flora_resources"
1656,"oats_domesticated_corellia","flora_resources"
1662,"oats_domesticated_dantooine","flora_resources"
1668,"oats_domesticated_dathomir","flora_resources"
1674,"oats_domesticated_endor","flora_resources"
1680,"oats_domesticated_hoth","flora_resources"
5328,"oats_domesticated_jakku","flora_resources"
1686,"oats_domesticated_kaas","flora_resources"
4734,"oats_domesticated_kashyyyk","flora_resources"
1692,"oats_domesticated_lok","flora_resources"
5031,"oats_domesticated_lothal","flora_resources"
1698,"oats_domesticated_mandalore","flora_resources"
4004,"oats_domesticated_mustafar","flora_resources"
1704,"oats_domesticated_naboo","flora_resources"
1710,"oats_domesticated_rori","flora_resources"
4301,"oats_domesticated_taanab","flora_resources"
1716,"oats_domesticated_talus","flora_resources"
1722,"oats_domesticated_tatooine","flora_resources"
1728,"oats_domesticated_yavin4","flora_resources"
1734,"oats_wild_corellia","flora_resources"
1740,"oats_wild_dantooine","flora_resources"
1746,"oats_wild_dathomir","flora_resources"
1752,"oats_wild_endor","flora_resources"
1758,"oats_wild_hoth","flora_resources"
5334,"oats_wild_jakku","flora_resources"
1764,"oats_wild_kaas","flora_resources"
4740,"oats_wild_kashyyyk","flora_resources"
1770,"oats_wild_lok","flora_resources"
5037,"oats_wild_lothal","flora_resources"
1776,"oats_wild_mandalore","flora_resources"
4010,"oats_wild_mustafar","flora_resources"
1782,"oats_wild_naboo","flora_resources"
1788,"oats_wild_rori","flora_resources"
4307,"oats_wild_taanab","flora_resources"
1794,"oats_wild_talus","flora_resources"
1800,"oats_wild_tatooine","flora_resources"
1806,"oats_wild_yavin4","flora_resources"
1340,"processed_cereal","flora_resources"
2524,"processed_wood","flora_resources"
1500,"rice_domesticated_corellia","flora_resources"
1506,"rice_domesticated_dantooine","flora_resources"
1512,"rice_domesticated_dathomir","flora_resources"
1518,"rice_domesticated_endor","flora_resources"
1524,"rice_domesticated_hoth","flora_resources"
5316,"rice_domesticated_jakku","flora_resources"
1530,"rice_domesticated_kaas","flora_resources"
4722,"rice_domesticated_kashyyyk","flora_resources"
1536,"rice_domesticated_lok","flora_resources"
5019,"rice_domesticated_lothal","flora_resources"
1542,"rice_domesticated_mandalore","flora_resources"
3992,"rice_domesticated_mustafar","flora_resources"
1548,"rice_domesticated_naboo","flora_resources"
1554,"rice_domesticated_rori","flora_resources"
4289,"rice_domesticated_taanab","flora_resources"
1560,"rice_domesticated_talus","flora_resources"
1566,"rice_domesticated_tatooine","flora_resources"
1572,"rice_domesticated_yavin4","flora_resources"
1578,"rice_wild_corellia","flora_resources"
1584,"rice_wild_dantooine","flora_resources"
1590,"rice_wild_dathomir","flora_resources"
1596,"rice_wild_endor","flora_resources"
1602,"rice_wild_hoth","flora_resources"
5322,"rice_wild_jakku","flora_resources"
1608,"rice_wild_kaas","flora_resources"
4728,"rice_wild_kashyyyk","flora_resources"
1614,"rice_wild_lok","flora_resources"
5025,"rice_wild_lothal","flora_resources"
1620,"rice_wild_mandalore","flora_resources"
3998,"rice_wild_mustafar","flora_resources"
1626,"rice_wild_naboo","flora_resources"
1632,"rice_wild_rori","flora_resources"
4295,"rice_wild_taanab","flora_resources"
1638,"rice_wild_talus","flora_resources"
1644,"rice_wild_tatooine","flora_resources"
1650,"rice_wild_yavin4","flora_resources"
2593,"softwood_conifer_corellia","flora_resources"
2598,"softwood_conifer_dantooine","flora_resources"
2603,"softwood_conifer_dathomir","flora_resources"
2608,"softwood_conifer_endor","flora_resources"
2613,"softwood_conifer_hoth","flora_resources"
5399,"softwood_conifer_jakku","flora_resources"
2618,"softwood_conifer_kaas","flora_resources"
4805,"softwood_conifer_kashyyyk","flora_resources"
2623,"softwood_conifer_lok","flora_resources"
5102,"softwood_conifer_lothal","flora_resources"
2628,"softwood_conifer_mandalore","flora_resources"
4075,"softwood_conifer_mustafar","flora_resources"
2633,"softwood_conifer_naboo","flora_resources"
2638,"softwood_conifer_rori","flora_resources"
4372,"softwood_conifer_taanab","flora_resources"
2643,"softwood_conifer_talus","flora_resources"
2648,"softwood_conifer_tatooine","flora_resources"
2653,"softwood_conifer_yavin4","flora_resources"
2658,"softwood_evergreen_corellia","flora_resources"
2664,"softwood_evergreen_dantooine","flora_resources"
2670,"softwood_evergreen_dathomir","flora_resources"
2676,"softwood_evergreen_endor","flora_resources"
2682,"softwood_evergreen_hoth","flora_resources"
5404,"softwood_evergreen_jakku","flora_resources"
2688,"softwood_evergreen_kaas","flora_resources"
4810,"softwood_evergreen_kashyyyk","flora_resources"
2694,"softwood_evergreen_lok","flora_resources"
5107,"softwood_evergreen_lothal","flora_resources"
2700,"softwood_evergreen_mandalore","flora_resources"
4080,"softwood_evergreen_mustafar","flora_resources"
2706,"softwood_evergreen_naboo","flora_resources"
2712,"softwood_evergreen_rori","flora_resources"
4377,"softwood_evergreen_taanab","flora_resources"
2718,"softwood_evergreen_talus","flora_resources"
2724,"softwood_evergreen_tatooine","flora_resources"
2730,"softwood_evergreen_yavin4","flora_resources"
2051,"vegetable_beans_corellia","flora_resources"
2057,"vegetable_beans_dantooine","flora_resources"
2063,"vegetable_beans_dathomir","flora_resources"
2069,"vegetable_beans_endor","flora_resources"
2075,"vegetable_beans_hoth","flora_resources"
5358,"vegetable_beans_jakku","flora_resources"
2081,"vegetable_beans_kaas","flora_resources"
4764,"vegetable_beans_kashyyyk","flora_resources"
2087,"vegetable_beans_lok","flora_resources"
5061,"vegetable_beans_lothal","flora_resources"
2093,"vegetable_beans_mandalore","flora_resources"
4034,"vegetable_beans_mustafar","flora_resources"
2099,"vegetable_beans_naboo","flora_resources"
2105,"vegetable_beans_rori","flora_resources"
4331,"vegetable_beans_taanab","flora_resources"
2111,"vegetable_beans_talus","flora_resources"
2117,"vegetable_beans_tatooine","flora_resources"
2123,"vegetable_beans_yavin4","flora_resources"
2207,"vegetable_fungi_corellia","flora_resources"
2213,"vegetable_fungi_dantooine","flora_resources"
2219,"vegetable_fungi_dathomir","flora_resources"
2225,"vegetable_fungi_endor","flora_resources"
2231,"vegetable_fungi_hoth","flora_resources"
5370,"vegetable_fungi_jakku","flora_resources"
2237,"vegetable_fungi_kaas","flora_resources"
4776,"vegetable_fungi_kashyyyk","flora_resources"
2243,"vegetable_fungi_lok","flora_resources"
5073,"vegetable_fungi_lothal","flora_resources"
2249,"vegetable_fungi_mandalore","flora_resources"
4046,"vegetable_fungi_mustafar","flora_resources"
2255,"vegetable_fungi_naboo","flora_resources"
2261,"vegetable_fungi_rori","flora_resources"
4343,"vegetable_fungi_taanab","flora_resources"
2267,"vegetable_fungi_talus","flora_resources"
2273,"vegetable_fungi_tatooine","flora_resources"
2279,"vegetable_fungi_yavin4","flora_resources"
1973,"vegetable_greens_corellia","flora_resources"
1979,"vegetable_greens_dantooine","flora_resources"
1985,"vegetable_greens_dathomir","flora_resources"
1991,"vegetable_greens_endor","flora_resources"
1997,"vegetable_greens_hoth","flora_resources"
5352,"vegetable_greens_jakku","flora_resources"
2003,"vegetable_greens_kaas","flora_resources"
4758,"vegetable_greens_kashyyyk","flora_resources"
2009,"vegetable_greens_lok","flora_resources"
5055,"vegetable_greens_lothal","flora_resources"
2015,"vegetable_greens_mandalore","flora_resources"
4028,"vegetable_greens_mustafar","flora_resources"
2021,"vegetable_greens_naboo","flora_resources"
2027,"vegetable_greens_rori","flora_resources"
4325,"vegetable_greens_taanab","flora_resources"
2033,"vegetable_greens_talus","flora_resources"
2039,"vegetable_greens_tatooine","flora_resources"
2045,"vegetable_greens_yavin4","flora_resources"
2129,"vegetable_tubers_corellia","flora_resources"
2135,"vegetable_tubers_dantooine","flora_resources"
2141,"vegetable_tubers_dathomir","flora_resources"
2147,"vegetable_tubers_endor","flora_resources"
2153,"vegetable_tubers_hoth","flora_resources"
5364,"vegetable_tubers_jakku","flora_resources"
2159,"vegetable_tubers_kaas","flora_resources"
4770,"vegetable_tubers_kashyyyk","flora_resources"
2165,"vegetable_tubers_lok","flora_resources"
5067,"vegetable_tubers_lothal","flora_resources"
2171,"vegetable_tubers_mandalore","flora_resources"
4040,"vegetable_tubers_mustafar","flora_resources"
2177,"vegetable_tubers_naboo","flora_resources"
2183,"vegetable_tubers_rori","flora_resources"
4337,"vegetable_tubers_taanab","flora_resources"
2189,"vegetable_tubers_talus","flora_resources"
2195,"vegetable_tubers_tatooine","flora_resources"
2201,"vegetable_tubers_yavin4","flora_resources"
1812,"wheat_domesticated_corellia","flora_resources"
1818,"wheat_domesticated_dantooine","flora_resources"
1824,"wheat_domesticated_dathomir","flora_resources"
1830,"wheat_domesticated_endor","flora_resources"
1836,"wheat_domesticated_hoth","flora_resources"
5340,"wheat_domesticated_jakku","flora_resources"
1842,"wheat_domesticated_kaas","flora_resources"
4746,"wheat_domesticated_kashyyyk","flora_resources"
1848,"wheat_domesticated_lok","flora_resources"
5043,"wheat_domesticated_lothal","flora_resources"
1854,"wheat_domesticated_mandalore","flora_resources"
